sentense,lable
식상하고 과하다 허구헌날 판박이식 전개 자극적 연출 틀에 갇힌 연기의 재탕뿐 대중은 지친다 ,0
관람객송강호 재능낭비 진짜 재미없음 ,0
매너 좀 지킵시다 영화보면서 한숨을 쉬지 않나 중간에 단체로 나가질 않나 댁들 때문에 잠을 제대로 못잤어요 영화관에서 자는 사람 입장도 생각합시다 ,0
스토리가 너무지루하다 그냥 마약왕 인간극장 ,0
관람객쓰레기영화 진짜 돈은돈인데 시간아까움 ,0
송씨영화는 택시운전수 부터 안보기로 했다 ,0
관람객송강호 배우는 정말 애쓰시는데 영화가 좀 난잡하네요 네이버에도 알바생 많은듯 다들 나오면서 영화 이번엔 좀 아닌것 같다고 하시던데 ,1
관람객연기는 나무랄때없음 주조연단역하나까지 좋아요스토리는 쏘쏘 내부자들과 비슷하지만 다른느낌입니다 ,1
관람객배우들의 연기 스토리는 소름입니다 ,1
관람객불면증 환자에게 강추 숙면 가능합니다 ,0
잼 없음 이게 무슨 ㅋㅋㅋ ,0
약에 취한듯 잠들어버림 ,0
스크린쿼터제 없애야한다 배만 불러가지고 컨트롤 카피 붙이기밖에 할줄 모른다 연기연출스토리 전부다 진부하다 스파이더맨 애니 발끝도 못따라간다 ,0
내용이 집중이 안돼요 ㅋㅋㅋ웬만해서는 다 재밌게 보는데 스토리 전개가 할튼 이상함송강호 연기가 아까움 ㅠ ㅠ ,0
송강호 나오는 영화중 젤 잼없는 영화 충분히 더 잼있게 만들수 있었을텐데 감독이 스토리보다 쓸데없이 너무 70년대 배경에 집중한 듯 감독이 망친 영화 ,0
역시 개봉 첫날 가지말자 ,0
마약 조폭 살인 강도 강간 이런 영화 더이상 안나왔으면 염력이 더 재미있다 ,0
나는 이제 한국영화 안볼란다 ,0
10점주는평점알바들아 티좀안나게 달아라 ,0
그 영화가 어떤지 궁금하면 최신댓글순을 봐야된다 ,0
얘들아 아무리 살기힘들다 하지만 돈받고 평점 주작하지말자 ,0
배우들 연기는 넘 좋았지만딱히 재미도없고 첨에 졸립기도 ,1
아주 무쟈게 산만한 원맨쇼 ,0
영화내내 연기때문에 몰입되다가 허술한 스토리라인에 몰입이 풀린다 ,0
내용이 기승전결도 없고 등장인물들이 갑자기 사라졌다 이후 소식도 없고 딕션도 엉망에 송강호씨가 왜 그런 행동들을 하였는지 이유도 설명안되며 그냥 극본이 없고 배우들끼리 애드리브로 영화이어나간느낌 추가로 과정설명이 빠져서 이해 안되는 씬이 많음 ,0
이게 딱 맞는 점수였다 연기력 얘기하는 영화는 다 별로라더니 그말이 맞았네 ,0
관람객지루하고 배우 이름값에 기댄 ,0
별 점 도 아 까 워 알바 사라지세여  ^^,0
변호인 택시기사 마약왕 강호형님 이제 작품 고르실 때 정치쟁점화 될만한 영화나 시대극은 그만 합시데이 행님 연기 제하고 보면 스토리나 연출이 너무 수준이하인 영화들이라 안타까워요 ,0
일단 진짜 재미 없습니다 진짜 ㅠㅠ ,0
진짜 이게 뭐냐 마약중독자 미화하는거야 나르코스 베끼고 아메리칸 메이드 비슷하게 만든 똥 ,0
중구난방한 스토리 미처 소모되지도 못한 캐릭터 종잡을수없는 주제의식 ,0
넘 졸려서 러닝타임 내내 졸았어요 ㅋㅋㅋㅋ 배우들이 이 영화를 왜 선택 했을까 대체 뭘 보고 ,0
영화평점 후기쓸때 진짜 영화스토리 전체를 얘기해라 연기력 논하는게 평점하고 뭔 상관이냐 영화를 평가하라구 ,0
뭐라고 써야 그래도 한번 볼까 라고 생각하는 사람들 생각을 바꾸게 할 수 있을까 ,0
와 알바들 열일한다진짜 중간에안나간 내가지랑스럽다 ,0
대체 왜 한국인들은 계속 이러한 영화를 보러가는가 ,0
너무 지루하고 솔직히 돈아깝고 중간에 나올뻔했습니다 연기자들은 연기굿 감독 각본 아쉽네요 ,0
와 영화보다가 집에갈까 말까 고민하긴 또 간만이네 ,0
진짜 돈 아까워요 다른거 보세요 ,0
지루하고 지루하고 또 지루하다 그냥 나갈까 고민한 몇 안되는 영화들 중 하나 후반부엔 공황발작 올뻔함 식은땀 흘리면서 보고 엔딩크레딧 뜨자마자 바로 뛰쳐나옴 ,0
평식이가 4점 주려다가 송강호때문에 5점을 줬다는게 학계의 정설 ,0
아 이걸 봤네 이걸 못피함 ,0
네이버 평점 어떻게 8점이니 ,0
하 이게뭔가요 마약을하하는건가요 ,0
그냥 보헤미안 랩소디 한번더 볼껄 ,0
점수 조작 냄새가 난다 ,0
내부자들 만든 감독이라 꼭 봐야지하고 봤는데 정말 지루하고 재미없습니다 영화보는 두시간동안 재미있는부분 단 한장면도 안나오는 이 영화는 불법다운로드로 보기에도 시간아까울정도로 재미없습니다 ,0
전체적으로 굉장히 산만한 영화 등장인물이 너무 많아 버겁다 불친절하고 유연하지 않은 퇴장에 종종 왜 라는 의문부호가 남게 한다 배우진들은 명연기 쏟아내지만 환하게 빛나지 못했고 영화는 일대기만 쏟아내느라 급급하다 연기는 굿 내용은 소소 연출은 폭망 ,1
관람객징말재미없음 ㅡㅡ와 ,0
관람객영화끝나고난뒤 스토리가 남는게 없음 계속 마약마약마약마약마약 끝 ,0
한국영화 ㅎ ,0
등장인물이 너무 많아서 보다보면 누가누군지도 헷갈리고 영화가 뭘 얘기하는지 이 등장인물의 목적이뭔지도 모르겠음 ,0
영화가 주는 결론은 돈과 마약에 미치면 망한다 재미없어요 줄거리가 별거 없으니 송강호님 연기 잘하는게 아까울 정도 ,0
송강호 주연 하나 보구 검색도 안하고 봤다 낚였다 이것도 영화라구 스토리 극본 대사 아무거나 하나 제대로 된게 없다 이것도 영화냐 ,0
머야 내용도 없고 지루하고 노잼 ,0
큰일났다 스카페이스 알파치노 중간이후부터 주조연배우가 그냥 툭툭 끊어진다 아깝다 혹시 카메오 카메오도 이건 아니지 더스틴호프만 데려와서 영화찍으래 돌잔치 사회 맡길래 ,0
혹시나 했는데 영화평을 믿었어야했다 ,0
진심 개노잼 내부자들은 다른사람이 만든건가봐여 ,0
특급호텔 레스토랑에서 삼각김밥 사먹은 느낌 ,0
완전 속았다 희대의 졸작 ㅋㅋㅋ ,0
이거 10점 준애들 대부분 영화관계자랑 평점 알바들ㅋㅋㅋ 그런식으로 살지마라 ,0
소재가 바닥났구만 쯧쯧 ,0
송강호님 대본 리딩 안하셨나요 ,0
ㅋㅋㅋ 쓰레기 아수라급 ,0
이게재밋냐 ㅡㅡ 한국관람객 수준이 참 아쿠아맨을 차라리 두번봐라 ,0
리얼 염력 다피했는디 송강호이름땜에 봤다가 속았다알바들댓글 진심 극혐 ,0
망작 영화의 특징 연기 칭찬함 끝 ,0
믿엇던 감독과 캐스팅의 케미 완전 실패 명품 조연들이 다 따로 논다 슈베르트와 이두삼이 따로 놀듯 용산 시지비 저녁 7시 20분 찬 관객들의 어둠속 반응이 보엿다 차라리 그 시간에 남자친구나 볼껄 ,0
관람객네시간같은 영화ㅠ너무 질함 ,0
배우 연기가 너무 아깝네요 여러 영화 짬뽕한 듯한 스토리는 뚝뚝 끊기고요 기대했습니다만 보고 나니 허탈하네요 ,0
보지마세요 연출이 ,0
정말너무잼없고 왜이런영활 만들었는지모르겠다 그리고넘길다 러닝타임이 그냥송강호 원톱영화이다 안타깝다여기에나온게 ,0
그냥 거르세요 0점없어서 1점줍니다 ,0
cgv에서 1 1한다 얼마나 망했으면 ㅉㅉ ,0
내용은성난황소급 ㅠ긴장감제로 ,0
한국영화 20년 퇴보시킨 영화 배우가 아까워서 화가 날 지경 ,0
진짜 노잼이다 돈주고 보지 마세요 여러분 ,0
거짓말 안하고 리얼급임 ,0
쓰 레 기 영화 스크린독점에 일단 비추 그다음은 송강호 맨날똑같음 연기가 ,0
좀 먼가아쉽다는 ,1
알바 많나보네요 평을 볼때 칭찬알바글 보다 안티글을 보세요 다운받아볼껄 후회 ,0
한국영화 갈수록 비슷한 레퍼토리 재탕 삼탕 졸작 ,0
제정신이면 보지마세요 ,0
송강호 하락세 이제 시작 ,0
진심 이 감독은 검찰조사 받아야함 댓글알바 평점알바 수두룩 하네 진짜 이 영화계는 관객 걱정하는 사람이없어 진짜 그리고 평점 1이상 주는사람 정신병 진단 받아야함 레알 ,0
부산에서 밀수출입하던 송강호가 우연히 뽕사업을 시작함 대만에서 원재료수입해서 한국에서 만들고 일본에 팔다가 뽕쟁이들이 일본에서 역수입해서 뽕맞다가 국내에서 문제를 일으키는바람에 조정석 검사에게 걸림 그 문제를 푸는이야기를 쓴 영화임 재미없음 ,0
송강호님의 1인 연극을 보고나온 기분 후반부 스토리가 너무 늘어져 영화보고 급 피곤해짐 ,0
평이 극과극인데 최악이란 말이 진실이에요 진짜 앞으로 저는 욕할 때 이 영화마약왕같은 녀석아 라고 할겁니다 최고의 욕 글고 알바들 대박이네 이건 취향존중의 수준을 넘어섬 재밌을수가없음 ,0
오늘 보고옴 감독은 당분간 근신해라 ,0
관람객이영화보고 크리스마스 이브날 이혼할뻔햇습니다ㆍ ,0
관람객사투리 너무 듣기 힘들어요 자막 필요할 지경임ㅠ ,1
관람객구냥 그저그랬는데 극찬들을하시네뽕쟁이는 망한다가 끝인데 배우들 연기는 기가막혔습니다만 재밋게봤습니다 ,1
관람객역시 최고였음 모든게 완벽했음 ,1
관람객다른 마약카르텔보스 드라마 영화와 마찬가지로 몰락부분부터는 답답하고 지루하다 ,1
관람객배우들이 연기를 너무 잘해요 보면서 소름이 몇번이나 돋았는지 ,1
관람객자극적이였지자극적이였지만 정말 재미있었음만 정말 재미있었음 ,1
시대적인 상황을 녹여 마약왕의 흥망성쇄를 보여준다 이두삼이 하려는 바가 더 몰입감이 있었으면 하는 아쉬움은 있지만 음악도 경쾌하고 촬영도 연기도 좋았다 연말에 강자가 되기엔 무리가 없어보인다 ,1
관람객배우들 연기 만으로도 충분히 볼만하다 ,1
관람객영화 스토리가 짜임새있고 빈틈이 거의 없고 배우들의 연기력이 대박임 ,1
별하나짜리는 결코아니다 냐 보랩보다 재미있었다 ,1
송강호는 갈수록 역대급 연기를 보여주는거 같음ㅠㅠ 진짜 뽕 맞을때 연기는 온 몸에 소름이 ,1
역시 연기왕 송강호ㅋㅋㅋ 믿고 보세요ㅋㅋ ,1
연기가 일품 자극적인 소재였지만 간간히 웃음 코드들도 꽤 많아서 거부감 없이 볼 수 있었다 ,1
시사회로 봤는데 개봉하면 한번 더 볼거임ㅎ ,1
스토리도 좋고 연기도 좋고 연출도 좋고 ,1
관람객연기 대박 잘하네요ㅋㅋ 마약왕 재미있게 봤습니다 ,1
관람객진짜 말이 필요없다 꼭 봐라 ,1
관람객최근 나온 한국영화 중 가장 볼만했어요 ,1
배우들 연기력 최고 스토리도 몰입감 좋음 ,1
두시간이 훌쩍 넘는 시간이 순식간에 지나가더라 ,1
송강호 하나로도 이 영화는 충분히 볼만한 영화임 연기진짜 박살남 ,1
관람객배우들의 완벽한 연기력에 감탄하면서 봤네여 진짜 두시간이 넘는 시간이 1도 지루하지 않았어요 ,1
역시 송강호라는 생각이 드는 영화 연출도 좋았음 ,1
완전 취향저격 ㄷㄷ 러닝타임이 긴데도 전혀 지루하지 않고 시간 순삭됨 ㄷㄷ 존잼이었당 ,1
영화도 안보고 테러하는 사람들 정말 수준 낮네요 댓글테러에 속지말고 직접 보세요 ,1
송강호 연기도 구림 ,0
배우들이 연기를 잘하면 뭐하나보고 온지 며칠안됐는데 기억나는게 없음 ,0
볼껀 송강호 연기뿐 스토리 기억도 안나요 ,0
최근 본 영화 중에 정말 재미없네요 뭘 말하고 싶은 건지 ,0
송강호연기 한계드러나고 조연들 연기바닥나고스토리는 전형적인 조선수준 송강호는 우아한세계가 정점이었다 ,0
아무리 송강호라도 아닌건 아닌거지 ,0
알파치노의 스카페이스를 그냥 베낀듯ㅋㅋ 손익분기점 못 넘기고 다음주면 간판 내리겠네ㅋㅋ ,0
다른말도 필요없고 그냥 재미가 없다 ,0
이따위로 만들면서 스크린쿼터 어쩌고 하지마라 ,0
등장인물이 너무많고 대사가집중이안됨기대에비해너무허술한스토리 지루함 ,0
도대체 보여주고싶은게 하고싶은말이 뭔지 영상 스토리 ,0
배우들이 연기를 잘한다고 영화가 재밌는건 아니라는걸 보여줌ㅠㅠ 너무지루했고 영화가 뭘 말하고 싶은지 모르겠어요 정말 시간 아까움 ,0
리얼이랑 염력안봤는데 영화언제끝나나하고 생각한 영화 처음이네요 이런 배우님들 가지고 이만큼 밖에 못만드시다니 배우님들 연기는 정말 잘하십니다 ,0
너무 길고 지루했다 ,0
시간 아깝다 이게 평점 10 댓글 알바 분명 있음 비공감숫자가 댓글 알바 계정 갯수임 ,0
너무 재미없습니다욕나옵니다 ,0
별점5개 믿고 보러갔다가 오지게 후회했다 뭘 말하고싶은건지 1도 모르겠음 배우들이 연기는 잘하더라확실한 건 리얼보다는 나았던듯 ,0
아 평점처음으로 남기는데 진심보러 가지마세요 ,0
아니무슨댓글알바를 얼마나투자한거야 거의 영화제작비용수준으로 댓글알바에 투자한거같은데 ,0
마약왕 같은 소리하네 마약왕이 되는 과정 한 5분 나오다 스킵되고 어느 순간 존나 짱짱 마약왕돼 있고 마약왕으로써 존나 잘나가는 장면 대충 두어씬 보여주고 쭉 그냥 인생 조지는 장면만 나옴 우리 나라 역사상 제대로된 마약시대없었어서 불안했는데ㄹ ,0
이거 진짜 내부자들 만든 우민호 감독꺼 맞나 할정도로연출력 내용 개연성 다 부실하네요 영화는 엄청 긴데 도무지 뭘 얘기하려 하는지 뽕쟁이 감성 팔이 하는건지 모르겠네요 영상도 잘못찍은건지 앵글 핀이 나간거 처럼 멀미 나게 눈아퍼요ㅠㅠ ,0
한국 사람들 착각하는것 좋은 작품이 좋은 배우를 만드는것이지 좋은 배우가 좋은 작품을 만드는게 아님 ,0
기대 이하입니다 ,0
너무지루해요 진짜 배우들 뭐라는지하나도 모르겠고 스토리도 몰입이안돼요 계속 중간중간 시계보게되는 영화 배우들 연기력만 감상하다나왔습니다 ,0
욕도 아깝네요 진짜 별그지깽깡이 같아서 진짜 ,0
마약왕을 끝까지 본 당신이 인내왕입니다 ,0
공짜로 봐서 참 다행인 영화 내돈 줬으면 억울할 뻔 배우들이 아깝다 차라리 적당히 짧게 끊지 영화보다가 왜 이렇게 안끝나는지 시계보긴 처음 거의 역대급 최악의 영화라 댓글 써본것도 처음 ,0
뭐지 나는진짜 재미없던데 후반부에는 졸음왕이더만 ,0
물맨 보자는 사람 무시하고 이거 추진했는데 아 무릎꿇고 사죄해야겠다 ,0
좋은 배우들 불러다 삽질시킴 이렇게 산만하고 엉성하기 쉽지 않다 ㅠㅠ ,0
